Key,ptBR
QuestLoc_TheScorpionKing_Conversation_1_NPCEnd_2,"Não tenho mais nada, por sua culpa! Pega isso e vai embora!"
QuestLoc_TheScorpionKing_Conversation_1_NPCEnd_3,O que isso quer dizer? Sai fora daqui! Vou te pagar pra ir embora!
QuestLoc_TheScorpionKing_Conversation_1_NPCEnd_4,"Seu conselho de negócios é tão ruim quanto sua atitude! Aqui, me deixa em paz!"
QuestLoc_TheScorpionKing_Conversation_1_NPCStart_1,"Olá pessoal, me chamam de Radscorpion Earl!"
QuestLoc_TheScorpionKing_Conversation_1_NPCStart_2,"Pelo menos chamavam, até vocês arruinarem meu negócio!"
QuestLoc_TheScorpionKing_Conversation_1_NPCStart_3,Vocês têm ideia de por quanto esse veneno é vendido?
QuestLoc_TheScorpionKing_Conversation_1_NPCStart_4,E agora me atrasaram anos!
QuestLoc_TheScorpionKing_Conversation_1_Team_1,"Considere isso uma picada, Earl."
QuestLoc_TheScorpionKing_Conversation_1_Team_2,"Vai vender seu veneno em outro lugar, canalha!"
QuestLoc_TheScorpionKing_Conversation_1_Team_3,Você foi pego pelas Pinças da Justiça!
QuestLoc_TheScorpionKing_Conversation_1_Team_4,"Experimente outro trabalho, tipo agricultura."
QuestLoc_TheScorpionKing_QuestLongDescription,"As pessoas estão sendo picadas por toda parte, e o problema vem do Radscorpion Emporium do Earl. Hora de fechar o negócio dele."
QuestLoc_TheScorpionKing_QuestName,The Scorpion... King?
QuestLoc_TheScorpionKing_QuestObjective_1,Encontre Earl.
QuestLoc_TheScorpionKing_QuestObjective_2,Mate o Radscorpion Brilhante.
QuestLoc_TheScorpionKing_QuestShortDescription,Criar Radscorpions é um negócio arriscado.
QuestLoc_TheScorpionKing_RaiderLine_1,"Primeiro cuidar de besouros, agora Dwellers também? Esse trabalho é uma droga!"
QuestLoc_TheScorpionKing_RaiderLine_2,Earl não me paga o suficiente para aguentar isso!
QuestLoc_TheSearchforJobinsonsJersey_QuestlineName,The Search for Jobinson's Jersey!
QuestLoc_TheSecretofREDACTED_Conversation_1_NPCEnd_1,Acho que não.
QuestLoc_TheSecretofREDACTED_Conversation_1_NPCEnd_2,Você já tentou perguntar aos Maçons?
QuestLoc_TheSecretofREDACTED_Conversation_1_NPCEnd_3,"Shh, baixa a voz... aqui, você vai precisar disso. Ordo Templi Borealis!"
QuestLoc_TheSecretofREDACTED_Conversation_1_NPCStart_1,Oi... Acho que não te vi aqui antes.
QuestLoc_TheSecretofREDACTED_Conversation_1_NPCStart_2,Precisa de ajuda? Está perdido?
QuestLoc_TheSecretofREDACTED_Conversation_1_NPCStart_3,"Podemos te ajudar a encontrar o caminho de volta ao seu Vault, se quiser."
QuestLoc_TheSecretofREDACTED_Conversation_1_Team_1,"Só estamos passando, 23 pra lá!"
QuestLoc_TheSecretofREDACTED_Conversation_1_Team_2,Estamos procurando Moley.
QuestLoc_TheSecretofREDACTED_Conversation_1_Team_3,Estamos aqui por causa de [REDACTED].
QuestLoc_TheSecretofREDACTED_Conversation_2_NPCEnd_1,"Ah, que fofo, sua primeiríssima tentativa de suborno!"
QuestLoc_TheSecretofREDACTED_Conversation_2_NPCEnd_2,"Ah, devia ter dito antes. Nunca é demais ser cauteloso, sabe?"
QuestLoc_TheSecretofREDACTED_Conversation_2_NPCEnd_3,"Ora, nós também. Salve Discordia!"
QuestLoc_TheSecretofREDACTED_Conversation_2_NPCStart_1,"Desculpe, não acho que vocês deveriam estar aqui."
QuestLoc_TheSecretofREDACTED_Conversation_2_NPCStart_2,"Esta é uma área restrita, apenas [REDACTED] têm permissão de entrar."
QuestLoc_TheSecretofREDACTED_Conversation_2_NPCStart_3,"A menos que tenham a chave, vamos ter que matar vocês."
QuestLoc_TheSecretofREDACTED_Conversation_2_Team_1,Temos muitos Caps.
QuestLoc_TheSecretofREDACTED_Conversation_2_Team_2,Temos este urso de pelúcia...
QuestLoc_TheSecretofREDACTED_Conversation_2_Team_3,Temos armas.
QuestLoc_TheSecretofREDACTED_Conversation_3_NPCEnd_1,"Okay, isso é hilário, mas ainda precisamos matar vocês."
QuestLoc_TheSecretofREDACTED_Conversation_3_NPCEnd_2,"Isso... é a coisa mais profunda que já ouvi. Vão, preciso reavaliar tudo."
QuestLoc_TheSecretofREDACTED_Conversation_3_NPCEnd_3,"É isso que vocês pensam? Bom, vamos ver sobre *isso*!"
QuestLoc_TheSecretofREDACTED_Conversation_3_NPCStart_1,"Não sei como chegaram até aqui, mas a jornada de vocês termina aqui."
QuestLoc_TheSecretofREDACTED_Conversation_3_NPCStart_2,Vocês têm ideia do que se meteram?
QuestLoc_TheSecretofREDACTED_Conversation_3_NPCStart_3,Claro que não. São como gado a caminho do abatedouro.
QuestLoc_TheSecretofREDACTED_Conversation_3_NPCStart_4,Alguma última palavra?
QuestLoc_TheSecretofREDACTED_Conversation_3_Team_1,[REDACTED]
QuestLoc_TheSecretofREDACTED_Conversation_3_Team_2,[REDACTED]
QuestLoc_TheSecretofREDACTED_Conversation_3_Team_3,[REDACTED]
QuestLoc_TheSecretofREDACTED_Conversation_4_NPCEnd_1,"É mesmo?! Ninguém me conta nada! Chega, estou voltando para [REDACTED]!"
QuestLoc_TheSecretofREDACTED_Conversation_4_NPCStart_1,"Psiu... Dwellers, por aqui!"
QuestLoc_TheSecretofREDACTED_Conversation_4_NPCStart_2,"Sou eu, Moley! Cheguem mais perto, para eu poder compartilhar o segredo de [REDACTED]."
QuestLoc_TheSecretofREDACTED_Conversation_4_NPCStart_3,Estão prontos? Eu mesmo mal consigo acreditar... Aqui vai.
QuestLoc_TheSecretofREDACTED_Conversation_4_NPCStart_4,A Vault-Tec vem realizando experimentos em Dwellers há *anos*!
QuestLoc_TheSecretofREDACTED_Conversation_4_Team_1,"Pfft, sabemos disso há séculos... Agora é conhecimento geral."
QuestLoc_TheSecretofREDACTED_QuestLongDescription,"Guarde isso para si, mas fomos contatados por um de nossos agentes profundos, codinome Moley, que diz ter descoberto uma conspiração enorme com vastas ramificações. Vá ao Vault 322 para ouvir a grande história de Moley!"
QuestLoc_TheSecretofREDACTED_QuestName,The Secret of [REDACTED]
QuestLoc_TheSecretofREDACTED_QuestObjective_1,Desvende a conspiração.
QuestLoc_TheSecretofREDACTED_QuestObjective_2,Interrogue os Vault Dwellers.
QuestLoc_TheSecretofREDACTED_QuestObjective_3,Interrogue o Overseer.
QuestLoc_TheSecretofREDACTED_QuestShortDescription,Descubra uma conspiração de longo alcance.
QuestLoc_TheSecretofREDACTED_RaiderLine_1,Fnord.
QuestLoc_TheSecretofREDACTED_RaiderLine_2,Não é paranoia se eles *realmente* estão atrás de você.
QuestLoc_TheSecretofREDACTED_RaiderLine_3,"Não me importaria com um pouco de Vril agora. Quero dizer... Cram. É, é isso."
QuestLoc_TheShadowWolf_Conversation_1_NPCStart_1,Botânicos guerreiros. Vocês me salvaram dos Raiders que me seguiram até aqui. Estarei eternamente em dívida com vocês.
QuestLoc_TheShadowWolf_Conversation_1_NPCStart_2,"Meu povo me chama de Shadow Wolf, mas vocês podem me chamar de Steve. Imagino que saibam do Mole Rat Man?"
QuestLoc_TheShadowWolf_Conversation_1_NPCStart_3,"Ele vive naquela fábrica, treinando suas ""queridinhas."" O louco as trata como filhas. Acho que não está bem da cabeça."
QuestLoc_TheShadowWolf_QuestLongDescription,Alguém malvado vem treinando Mole Rats para roubar Tatos de baixo do nariz das pessoas. Precisamos nos encontrar com um rastreador que talvez tenha encontrado a origem.
QuestLoc_TheShadowWolf_QuestName,The Shadow Wolf
QuestLoc_TheShadowWolf_QuestObjective_1,Rastreie o rastreador.
QuestLoc_TheShadowWolf_QuestShortDescription,Encontre o rastreador que pode ter descoberto a origem da infestação de Mole Rats que está atacando os Tatos.
QuestLoc_TheSixthSun_Conversation_1_NPCEnd_1,"Ele é nosso irmão agora, e não vai com vocês."
QuestLoc_TheSixthSun_Conversation_1_NPCEnd_2,"Acabou, estamos todos dentro!"
QuestLoc_TheSixthSun_Conversation_1_NPCEnd_3,"A mim, Raiders!"
QuestLoc_TheSixthSun_Conversation_1_NPCStart_1,Vault Dwellers! Vocês não têm nada a fazer aqui!
QuestLoc_TheSixthSun_Conversation_1_NPCStart_2,Deem meia-volta e vão embora antes que desatemos nossa fúria sobre vocês!
QuestLoc_TheSixthSun_Conversation_1_NPCStart_3,Estão avisados!
QuestLoc_TheSixthSun_Conversation_1_Team_1,Libertem o Irmão Will e não sofrerão nada.
QuestLoc_TheSixthSun_Conversation_1_Team_2,Vejo a fúria de vocês e subo com uma ira.
QuestLoc_TheSixthSun_Conversation_1_Team_3,Aqui vai um aviso: saiam do meu caminho ou vou matar vocês.
QuestLoc_TheSixthSun_Conversation_2_NPCEnd_1,"Bem, então é melhor falar com ele, pois não quer voltar."
QuestLoc_TheSixthSun_Conversation_2_NPCEnd_2,"Só pra garantir, você sabe que isso é uma figura de linguagem, né?"
QuestLoc_TheSixthSun_Conversation_2_NPCEnd_3,"Ele nos pediu para salvá-lo de seus irmãos da Igreja, que estão tentando matá-lo."
QuestLoc_TheSixthSun_Conversation_2_NPCStart_1,"Vocês Dwellers são corajosos, mas o Irmão está sob nossa proteção."
QuestLoc_TheSixthSun_Conversation_2_NPCStart_2,"Se quiserem matá-lo, terão que passar por nós primeiro."
QuestLoc_TheSixthSun_Conversation_2_NPCStart_3,"Façam o pior, Dwellers!"
QuestLoc_TheSixthSun_Conversation_2_Team_1,"O quê? Não queremos matá-lo, mas devolvê-lo aos Children of Atom."
QuestLoc_TheSixthSun_Conversation_2_Team_2,"Se precisamos passar por vocês, então passaremos."
QuestLoc_TheSixthSun_Conversation_2_Team_3,"O que quer dizer com ""sob sua proteção?"""
QuestLoc_TheSixthSun_Conversation_3_NPCEnd_1,"Por quê? Ele a encontrou? Se sim, estamos todos perdidos!"
QuestLoc_TheSixthSun_Conversation_3_NPCEnd_2,"Ele está convencido de que o sol está morrendo, e que um novo deve ser aceso para ""salvar a Luz do Dia."""
QuestLoc_TheSixthSun_Conversation_3_NPCEnd_3,"Logo após a caça ritual de Ovos de Deathclaw, que é amanhã."
QuestLoc_TheSixthSun_Conversation_3_NPCStart_1,"Dwellers, por favor me ouçam! Sou o Irmão Will."
QuestLoc_TheSixthSun_Conversation_3_NPCStart_2,Vocês precisam deter os planos do Confessor Alvarado antes de E-Ster chegar.
QuestLoc_TheSixthSun_Conversation_3_NPCStart_3,"É quando ele planeja detonar uma bomba de 20 megatons, também conhecida como o ""Sexto Sol."""
QuestLoc_TheSixthSun_Conversation_3_NPCStart_4,"Felizmente, escondi a placa de circuito principal da bomba antes de fugir."
QuestLoc_TheSixthSun_Conversation_3_Team_1,"Placa de circuito, você disse? Ops..."
QuestLoc_TheSixthSun_Conversation_3_Team_2,Por que ele quer detonar essa bomba?
QuestLoc_TheSixthSun_Conversation_3_Team_3,Quando esse E-Ster deve acontecer?
QuestLoc_TheSixthSun_QuestLongDescription,"Acreditamos que o Irmão Will, o iniciado da Igreja que desapareceu, pode ter sido sequestrado por uma banda de Raiders acampada pelas redondezas. Enviaremos uma equipe para resgatá-lo, e então informaremos o Confessor Alvarado se e quando o trouxermos de volta a segurança."
QuestLoc_TheSixthSun_QuestName,The Sixth Sun
QuestLoc_TheSixthSun_QuestObjective_1,Resgate o Irmão Will dos Raiders.
QuestLoc_TheSixthSun_QuestShortDescription,Resgate o Irmão desaparecido da Igreja.
QuestLoc_TheSpiritofTaking_Conversation_1_NPCEnd_1,"Você tem razão. Vou encontrar outro presente. Aqui, aceite isso."
QuestLoc_TheSpiritofTaking_Conversation_1_NPCEnd_2,Sério? Obrigado! Sempre quis morar em um Vault.
QuestLoc_TheSpiritofTaking_Conversation_1_NPCStart_1,Pensei que um novo Pet seria um ótimo presente para meu melhor amigo.
QuestLoc_TheSpiritofTaking_Conversation_1_NPCStart_2,"Infelizmente, alguns Raiders me atacaram e levaram minha Caixa de Transporte de Pet."
QuestLoc_TheSpiritofTaking_Conversation_1_NPCStart_3,"Tentei recuperá-la sozinho, mas isso é mais do que consigo lidar."
QuestLoc_TheSpiritofTaking_Conversation_1_NPCStart_4,"Se encontrar, é sua. Só quero sair daqui!"
QuestLoc_TheSpiritofTaking_Conversation_1_Team_1,Você está seguro agora. Deveria ir para casa.
QuestLoc_TheSpiritofTaking_Conversation_1_Team_2,Você deveria vir para nosso Vault.
QuestLoc_TheSpiritofTaking_Conversation_2_NPCEnd_1,Ah... tudo bem! Pega! Agora vai embora antes que eu mude de ideia.
QuestLoc_TheSpiritofTaking_Conversation_2_NPCEnd_2,Pode vir!
QuestLoc_TheSpiritofTaking_Conversation_2_NPCStart_1,"Se quiser este bichinho, é melhor estar pronto para uma briga!"
QuestLoc_TheSpiritofTaking_Conversation_2_NPCStart_2,"Roubei direitinho, e não vou largar!"
QuestLoc_TheSpiritofTaking_Conversation_2_Team_1,Esse não é um saque qualquer — é um presente para o melhor amigo de alguém. Agora entregue!
QuestLoc_TheSpiritofTaking_Conversation_2_Team_2,"Se quer briga, briga você vai ter!"
QuestLoc_TheSpiritofTaking_QuestLongDescription,Que nada de espírito de generosidade! Alguns Raiders sem coração assaltaram um colono do Wasteland e roubaram um presente destinado ao seu amigo.
QuestLoc_TheSpiritofTaking_QuestName,The Spirit of Taking
QuestLoc_TheSpiritofTaking_QuestObjective_1,Enfrente os Raiders.
QuestLoc_TheSpiritofTaking_QuestObjective_2,Resgate o colono do Wasteland.
QuestLoc_TheSpiritofTaking_QuestObjective_3,Opcional
QuestLoc_TheSpiritofTaking_QuestShortDescription,Enfrente uma gangue de Raiders que roubou um presente de um colono do Wasteland.
QuestLoc_TheSpiritofTaking_RaiderLine_1,"Oh, que bonito! Vocês trouxeram mais saque!"
QuestLoc_TheSpiritofTaking_RaiderLine_2,Procurando o saque que roubamos? Que tal um pouco de chumbo quente no lugar?
QuestLoc_TheSpiritofTaking_RaiderLine_3,Olha só quem apareceu!
QuestLoc_TheSpreadingBlight_Conversation_1_NPCEnd_1,Você vai ter que perguntar a eles — precisamos plantar uma nova lavoura!
QuestLoc_TheSpreadingBlight_Conversation_1_NPCStart_1,Vocês são a equipe de botânicos que vem ajudando os colonos?! Ainda bem que vieram!
QuestLoc_TheSpreadingBlight_Conversation_1_NPCStart_2,Não temos Tatos Amassados nem Batatas Fritas há quase um mês!
QuestLoc_TheSpreadingBlight_Conversation_1_NPCStart_3,Tem um grupo num laboratório de pesquisa ali que acha que não é uma doença. Eles têm uma teoria alternativa...
QuestLoc_TheSpreadingBlight_Conversation_1_Team_1,"Não somos botânicos, mas queremos ajudar — qual é a teoria deles?"
QuestLoc_TheSpreadingBlight_QuestLongDescription,Descobrimos com um grupo de fazendeiros que a praga dos Tatos não se limita a um único local — está atingindo várias fazendas por todo o Wasteland!
QuestLoc_TheSpreadingBlight_QuestName,The Spreading Blight
QuestLoc_TheSpreadingBlight_QuestObjective_1,Obtenha mais informações sobre a praga dos Tatos.
QuestLoc_TheSpreadingBlight_QuestShortDescription,Encontre outro grupo de fazendeiros atingidos pela praga dos Tatos.
QuestLoc_TheTailContinues_Conversation_1_NPCEnd_1,"São uns caras durões. Aposto que Sally teria se escondido no Vault 314. Está abandonado, então tome cuidado!"
QuestLoc_TheTailContinues_Conversation_1_NPCStart_1,Obrigado pelo resgate! Achei que já seríamos brinquedos de morder para os ferais.
QuestLoc_TheTailContinues_Conversation_1_NPCStart_2,E marcas de mordida ficam tão mal!
QuestLoc_TheTailContinues_Conversation_1_NPCStart_3,"Aliás, vocês viram uma garota e um cachorro?"
QuestLoc_TheTailContinues_Conversation_1_NPCStart_4,Nos separamos durante a emboscada.
QuestLoc_TheTailContinues_Conversation_1_Team_1,"Não, você sabe para onde foram?"
QuestLoc_TheTailContinues_QuestLongDescription,"A Overseer Emma disse que Bigsby passou pelo Vault deles. Depois disso, uma equipe de resgate o levou numa missão ao armazém da Atomatoys, mas não voltou."
QuestLoc_TheTailContinues_QuestName,The Tail Continues
QuestLoc_TheTailContinues_QuestObjective_1,Encontre a equipe de resgate.
QuestLoc_TheTailContinues_QuestShortDescription,Encontre a equipe de resgate do Vault 899 no velho Armazém da Atomatoys.
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCEnd_1,"Depois de visitar os colonos na Fábrica RobCo, ele vem aqui buscar atualizações sobre suprimentos e tesouros para levar de volta ao Editor."
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCEnd_2,Eu falaria com os colonos na Fábrica RobCo. Foram os primeiros a ser atingidos. Eles sabem mais sobre o Bugle Boy e seu Editor.
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCStart_1,Foi logo antes do amanhecer... Eles vieram do nada.
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCStart_2,Todos estão mortos. Todos. Deveria ter sido impossível. Tínhamos uma segurança imbatível!
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCStart_3,"Isso é culpa daquele maldito Bugle! Se seu nome é mencionado, você é atacado."
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_NPCStart_4,O Bugle Boy nos disse que jamais cairia nas mãos dos Raiders.
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_Team_1,Bugle Boy?
QuestLoc_TheThinlyVeiledPlotThickens_Conversation_1_Team_2,Alguma ideia de onde ficam os escritórios do Bugle?
QuestLoc_TheThinlyVeiledPlotThickens_QuestLongDescription,O Vault 404 foi destruído num ataque de Raiders... mas o Vault 120 pode ter mais informações.
QuestLoc_TheThinlyVeiledPlotThickens_QuestName,The (Thinly Veiled) Plot Thickens
QuestLoc_TheThinlyVeiledPlotThickens_QuestObjective_1,Fale com o Overseer do Vault 120.
QuestLoc_TheThinlyVeiledPlotThickens_QuestShortDescription,Fale com o Overseer do Vault 120 sobre o New Bugle.
QuestLoc_TheThrilloftheHunt_QuestlineName,The Thrill of the Hunt
QuestLoc_TheToweringIlForno_Conversation_1_NPCEnd_1,"Aqui, deixa eu te mostrar."
QuestLoc_TheToweringIlForno_Conversation_1_NPCEnd_2,Vocês estão arriscando a vida por uma receita? É um tanto triste.
QuestLoc_TheToweringIlForno_Conversation_1_NPCEnd_3,Parece que ele tem uma conta a acertar com vocês...
QuestLoc_TheToweringIlForno_Conversation_1_NPCStart_1,Vocês estão procurando algo?
QuestLoc_TheToweringIlForno_Conversation_1_NPCStart_2,Trajes? Morte certa? Sucata inestimável?
QuestLoc_TheToweringIlForno_Conversation_1_Team_1,Qual era a segunda opção mesmo?
QuestLoc_TheToweringIlForno_Conversation_1_Team_2,Viemos recuperar um documento culinário ultrassecreto.
QuestLoc_TheToweringIlForno_Conversation_1_Team_3,Nosso chef nos mandou em mais uma missão suicida.
QuestLoc_TheToweringIlForno_Conversation_2_NPCEnd_1,Receita? Tudo que tenho é este projeto para marinara armada.
QuestLoc_TheToweringIlForno_Conversation_2_NPCEnd_2,"Bem, não queremos decepcioná-lo agora, queremos?"
QuestLoc_TheToweringIlForno_Conversation_2_NPCEnd_3,Conveniente.
QuestLoc_TheToweringIlForno_Conversation_2_NPCStart_1,"Fim da linha, Dwellers. Esta é a última parada de vocês."
QuestLoc_TheToweringIlForno_Conversation_2_NPCStart_2,O que diabos os trouxe a este lugar?
QuestLoc_TheToweringIlForno_Conversation_2_NPCStart_3,Certamente sabiam que estavam indo para a ruína?
QuestLoc_TheToweringIlForno_Conversation_2_Team_1,Viemos pela receita. Entregue.
QuestLoc_TheToweringIlForno_Conversation_2_Team_2,Tenho quase certeza de que nosso chef nos mandou aqui para sermos mortos.
QuestLoc_TheToweringIlForno_Conversation_2_Team_3,Morreríamos por uma boa refeição.
QuestLoc_TheToweringIlForno_QuestLongDescription,"Aquele bife de Deathclaw era um pouco... fibroso, para dizer o mínimo. O chef se sente mal com isso, e quer preparar sua Comida reconfortante favorita, lasanha. Infelizmente, Raiders roubaram sua receita secreta de molho, e precisamos recuperá-la do covil imponente deles primeiro."
QuestLoc_TheToweringIlForno_QuestName,The Towering Il Forno
QuestLoc_TheToweringIlForno_QuestObjective_1,Encontre a receita secreta.
QuestLoc_TheToweringIlForno_QuestShortDescription,Recupere a receita secreta do chef.
QuestLoc_TheToweringIlForno_RaiderLine_1,"Quinto andar: utensílios domésticos, lingerie feminina, Radscorpions..."
QuestLoc_TheToweringIlForno_RaiderLine_2,"Afinal, como *é* alto este prédio?"
QuestLoc_TheToweringIlForno_RaiderLine_3,É melhor essa lasanha ser incrível!
QuestLoc_TheVaultTecVantage_Conversation_1_NPCStart_1,Encontramos as notas da Vault-Tec sobre Vaultopolis! Elas dizem...
QuestLoc_TheVaultTecVantage_Conversation_1_NPCStart_2,Há algo chamado G.E.C.K. — um dispositivo que pode criar vida!
QuestLoc_TheVaultTecVantage_Conversation_1_NPCStart_3,Poderia criar um Vault utópico. Um Vaultopolis! E o Vault 525 tinha um!
QuestLoc_TheVaultTecVantage_Conversation_1_NPCStart_4,Mas onde ESTÁ o Vault 525?! Paula está lá? Precisamos continuar procurando!
QuestLoc_TheVaultTecVantage_QuestLongDescription,O Overseer Alvarez do Vault 813 nos disse a mesma coisa que disse a Paula Plumbkin — para procurar informações sobre Vaultopolis nos escritórios da Vault-Tec!
QuestLoc_TheVaultTecVantage_QuestName,The Vault-Tec Vantage
QuestLoc_TheVaultTecVantage_QuestObjective_1,Procure informações sobre Vaultopolis nos escritórios da Vault-Tec.
QuestLoc_TheVaultTecVantage_QuestShortDescription,Os escritórios da Vault-Tec podem ter informações sobre Vaultopolis...
QuestLoc_TheVaultTecVantage_RaiderLine_1,"Vocês, vindo aqui, vasculhando tudo! Saiam do nosso território!"
QuestLoc_TheWizardofWater_QuestlineName,The Wizard of Water
QuestLoc_TheYolksonYou_Conversation_1_NPCEnd_1,"Bom, porque não tem muito mais aqui."
QuestLoc_TheYolksonYou_Conversation_1_NPCEnd_2,"Sim, provavelmente é uma boa ideia. Vocês também deveriam ir embora."
QuestLoc_TheYolksonYou_Conversation_1_NPCStart_1,O que vocês estão fazendo aqui?
QuestLoc_TheYolksonYou_Conversation_1_NPCStart_2,Vocês não sabem que este lugar está infestado de Radscorpions?
QuestLoc_TheYolksonYou_Conversation_1_NPCStart_3,Acho que sou o único que sobreviveu.
QuestLoc_TheYolksonYou_Conversation_1_NPCStart_4,Pelo menos é o que acho.
QuestLoc_TheYolksonYou_Conversation_1_Team_1,"Viemos coletar ovos de Radscorpion, só isso."
QuestLoc_TheYolksonYou_Conversation_1_Team_2,Nosso Vault não fica muito longe. Você deveria ir até lá.
QuestLoc_TheYolksonYou_Conversation_2_NPCEnd_1,Ele provavelmente achou que vocês não estariam à altura do desafio. E ele estava certo!
QuestLoc_TheYolksonYou_Conversation_2_NPCEnd_2,"Olha, aqui está: vocês matam os bichos, os cortam, e a gente cuida do resto."
QuestLoc_TheYolksonYou_Conversation_2_NPCEnd_3,E dividir nossa parte dos ovos com vocês? De jeito nenhum!
QuestLoc_TheYolksonYou_Conversation_2_NPCStart_1,Ufa! Por um momento achamos que eram Radscorpions.
QuestLoc_TheYolksonYou_Conversation_2_NPCStart_2,Deve ter sido o cheiro...
QuestLoc_TheYolksonYou_Conversation_2_NPCStart_3,Essas criaturas são agressivas *e* radioativas. Simplesmente... nojentas.
QuestLoc_TheYolksonYou_Conversation_2_NPCStart_4,Ainda bem que o chef do Vault está nos pagando a mais por esses ovos.
QuestLoc_TheYolksonYou_Conversation_2_Team_1,"Espera um momento, o nosso chef também contratou vocês?"
QuestLoc_TheYolksonYou_Conversation_2_Team_2,"Desculpe, mas esses ovos são nossos."
QuestLoc_TheYolksonYou_Conversation_2_Team_3,"Ei, e se a gente unir forças?"
QuestLoc_TheYolksonYou_QuestLongDescription,"O chef nunca para de se surpreender com sua incrível habilidade de escapar da morte, e quer comemorar com uma omelete de ovos de Radscorpion. O Vault 923 foi recentemente invadido por essas criaturas, então seria um bom lugar para começar."
QuestLoc_TheYolksonYou_QuestName,The Yolk's on You
QuestLoc_TheYolksonYou_QuestObjective_1,Mate o Radscorpion Brilhante e colete seus ovos.
QuestLoc_TheYolksonYou_QuestObjective_2,Resgate os Dwellers sobreviventes.
QuestLoc_TheYolksonYou_QuestShortDescription,Leve ovos de Radscorpion de volta para o chef.
QuestLoc_TheYolksonYou_RaiderLine_1,Sabe de uma coisa? Não gosto muito de Radscorpions...
QuestLoc_TheYolksonYou_RaiderLine_2,Estou começando a achar que nosso chef quer nos matar...
QuestLoc_TheYolksonYou_RaiderLine_3,Vamos terminar isso num piscar de olhos!
QuestLoc_ThirdandGoal_Conversation_1_NPCEnd_1,Ha! Sabe quem nos dá a melhor chance de vencer? Eu!
QuestLoc_ThirdandGoal_Conversation_1_NPCEnd_2,"Minha arrancada nos playoffs está só começando, e vou até o fim!"
QuestLoc_ThirdandGoal_Conversation_1_NPCStart_1,O quê?! Vocês me encontraram? Não acredito!
QuestLoc_ThirdandGoal_Conversation_1_Team_1,"O que foi, Comissário? Sentindo um pouco... murchado?"
QuestLoc_ThirdandGoal_Conversation_1_Team_2,"Seu pequeno torneio da Super Cup acabou, Comissário."
QuestLoc_ThirdandGoal_Conversation_2_NPCEnd_1,Obrigado!
QuestLoc_ThirdandGoal_Conversation_2_NPCStart_1,Socorro! Esses Raiders enlouqueceram!
QuestLoc_ThirdandGoal_Conversation_2_NPCStart_2,Estão obcecados com um esporte pré-guerra chamado pebolim!
QuestLoc_ThirdandGoal_Conversation_2_NPCStart_3,"Pelo menos, é o que acho que chamavam..."
QuestLoc_ThirdandGoal_Conversation_2_Team_1,Tem um Vault por perto. Você estará em segurança lá.
QuestLoc_ThirdandGoal_QuestLongDescription,Você rastreou o colono sequestrado até o covil do Comissário. Hora de acabar com esse torneio de Super Cup desse fanático por futebol!
QuestLoc_ThirdandGoal_QuestName,Third and Goal
QuestLoc_ThirdandGoal_QuestObjective_1,Resgate o refém.
QuestLoc_ThirdandGoal_QuestObjective_2,Enfrente o Comissário.
QuestLoc_ThirdandGoal_QuestShortDescription,Resgate o refém e enfrente o Comissário.
QuestLoc_ThirdandGoal_RaiderLine_1,Hora de uma grande jogada ofensiva!
QuestLoc_ThirdandGoal_RaiderLine_2,Você vai voltar para o time de treino!
QuestLoc_ThisGoldenRing_Conversation_1_NPCEnd_1,"O quê? Não, é um sexteto de Nuka-Cola Quantum!"
QuestLoc_ThisGoldenRing_Conversation_1_NPCEnd_2,"Ah, então não nos importa. Aqui, pelo incomodo."
QuestLoc_ThisGoldenRing_Conversation_1_NPCEnd_3,A gente odeia quando Dwellers zoa nossa gramática! Morra!
QuestLoc_ThisGoldenRing_Conversation_1_NPCStart_1,"*Sibilar* Dwellers imundos, vieram para nos roubar."
QuestLoc_ThisGoldenRing_Conversation_1_NPCStart_2,Querem nosso prêmio!
QuestLoc_ThisGoldenRing_Conversation_1_NPCStart_3,A gente os odeia! A gente os mata!
QuestLoc_ThisGoldenRing_Conversation_1_Team_1,"O ""prêmio"" de vocês é algum tipo de joalheria de ouro, por acaso?"
QuestLoc_ThisGoldenRing_Conversation_1_Team_2,"Não quero o ""prêmio"" de vocês, seja lá o que for. Estou procurando ouro."
QuestLoc_ThisGoldenRing_Conversation_1_Team_3,"Vocês não nos matam, nós matamos vocês!"
QuestLoc_ThisGoldenRing_QuestLongDescription,"O amor está no ar, e assim como a chuva radioativa — uma vez que entra em você, não sai mais! Tudo o que precisamos agora é de um anel para fazer a grande pergunta. Podemos ter sorte em encontrar joias pré-guerra em um prédio abandonado por perto."
QuestLoc_ThisGoldenRing_QuestName,This Golden Ring
QuestLoc_ThisGoldenRing_QuestObjective_1,Encontre qualquer item feito de ouro.
QuestLoc_ThisGoldenRing_QuestShortDescription,Recupere joias pré-guerra para fazer um anel.
QuestLoc_ThisGoldenRing_RaiderLine_1,As coisas que a gente faz por amor...
